id,ano,desempenho,nota_final,promocao
184,2022,Médio,9.7,0
184,2023,Médio,5.0,0
185,2019,Alto,4.4,0
185,2020,Alto,9.3,1
185,2021,Alto,7.7,0
185,2022,Médio,5.0,0
185,2023,Médio,5.6,0
186,2019,Médio,9.3,0
186,2020,Médio,5.2,0
186,2021,Médio,7.3,0
186,2022,Médio,8.0,0
186,2023,Médio,9.6,0
187,2019,Alto,7.7,0
187,2020,Alto,4.5,0
187,2021,Médio,7.0,0
187,2022,Médio,5.6,0
187,2023,Baixo,6.8,0
188,2019,Alto,7.7,0
188,2020,Médio,5.0,0
188,2021,Médio,9.4,0
188,2022,Baixo,4.8,0
188,2023,Alto,5.1,0
189,2019,Médio,7.7,0
189,2020,Alto,5.3,0
189,2021,Alto,7.2,0
189,2022,Baixo,4.7,0
189,2023,Médio,7.1,0
190,2019,Médio,6.4,0
190,2020,Alto,6.4,0
190,2021,Médio,5.5,0
190,2022,Médio,7.5,0
190,2023,Baixo,9.6,0
191,2019,Médio,8.8,0
191,2020,Alto,4.9,0
191,2021,Médio,4.5,0
191,2022,Médio,6.2,0
191,2023,Médio,6.9,0
192,2019,Médio,8.9,0
192,2020,Alto,7.1,0
192,2021,Médio,8.7,0
192,2022,Médio,8.8,0
192,2023,Baixo,4.6,0
193,2019,Médio,6.0,0
193,2020,Baixo,7.3,0
193,2021,Médio,4.8,0
193,2022,Médio,5.7,0
193,2023,Alto,5.3,0
194,2019,Médio,8.4,0
194,2020,Baixo,4.3,0
194,2021,Alto,4.8,0
194,2022,Baixo,7.8,0
194,2023,Baixo,9.8,0
195,2019,Médio,5.8,0
195,2020,Alto,8.2,0
195,2021,Baixo,9.8,0
195,2022,Médio,4.5,0
195,2023,Médio,4.5,0
196,2019,Alto,7.9,0
196,2020,Médio,5.6,0
196,2021,Médio,9.1,0
196,2022,Médio,8.1,0
196,2023,Médio,6.1,0
197,2019,Médio,8.6,0
197,2020,Alto,7.0,0
197,2021,Médio,6.2,0
197,2022,Médio,4.6,0
197,2023,Alto,9.0,1
198,2019,Baixo,6.7,0
198,2020,Médio,7.4,0
198,2021,Alto,7.3,0
198,2022,Baixo,8.2,0
198,2023,Médio,7.6,0
199,2019,Médio,7.3,0
199,2020,Médio,8.1,0
199,2021,Alto,4.6,0
199,2022,Médio,8.5,0
199,2023,Baixo,7.5,0
200,2019,Médio,7.5,0
200,2020,Médio,6.2,0
200,2021,Baixo,5.3,0
200,2022,Baixo,7.7,0
200,2023,Médio,5.5,0
201,2019,Baixo,8.4,0
201,2020,Médio,8.0,0
201,2021,Alto,4.1,0
201,2022,Baixo,4.9,0
201,2023,Médio,4.0,0
202,2019,Médio,5.2,0
202,2020,Baixo,8.9,0
202,2021,Alto,6.6,0
202,2022,Médio,6.4,0
202,2023,Alto,7.9,0
203,2019,Médio,4.3,0
203,2020,Médio,5.5,0
203,2021,Alto,6.7,0
203,2022,Médio,7.0,0
203,2023,Baixo,7.6,0
204,2019,Alto,7.7,0
204,2020,Alto,8.0,0
204,2021,Alto,7.7,0
204,2022,Baixo,5.4,0
204,2023,Médio,9.4,0
205,2019,Médio,4.8,0
205,2020,Médio,4.4,0
205,2021,Baixo,5.5,0
205,2022,Alto,8.5,1
205,2023,Médio,7.4,0
206,2019,Alto,4.3,0
206,2020,Baixo,5.0,0
206,2021,Médio,4.8,0
206,2022,Alto,7.7,0
206,2023,Médio,5.5,0
207,2019,Alto,9.0,1
207,2020,Médio,5.5,0
207,2021,Alto,6.1,0
207,2022,Médio,8.2,0
207,2023,Médio,5.6,0
208,2019,Médio,7.5,0
208,2020,Médio,9.4,0
208,2021,Alto,6.7,0
208,2022,Alto,4.0,0
208,2023,Alto,9.2,1
209,2019,Médio,5.2,0
209,2020,Alto,8.6,1
209,2021,Alto,9.1,1
209,2022,Médio,6.3,0
209,2023,Alto,5.9,0
210,2019,Baixo,9.2,0
210,2020,Alto,4.2,0
210,2021,Baixo,10.0,0
210,2022,Alto,9.5,1
210,2023,Médio,7.6,0
211,2019,Alto,7.4,0
211,2020,Médio,8.1,0
211,2021,Baixo,6.2,0
211,2022,Médio,9.6,0
211,2023,Alto,7.2,0
212,2019,Alto,8.5,1
212,2020,Médio,7.8,0
212,2021,Médio,7.2,0
212,2022,Alto,9.6,1
212,2023,Médio,5.1,0
213,2019,Médio,9.0,0
213,2020,Alto,5.3,0
213,2021,Alto,6.7,0
213,2022,Alto,6.3,0
213,2023,Médio,7.0,0
214,2019,Alto,9.6,1
214,2020,Alto,5.2,0
214,2021,Alto,5.5,0
214,2022,Médio,6.6,0
214,2023,Médio,5.1,0
215,2019,Baixo,10.0,0
215,2020,Baixo,5.4,0
215,2021,Alto,5.0,0
215,2022,Alto,5.8,0
215,2023,Baixo,8.7,0
216,2019,Baixo,4.4,0
216,2020,Médio,7.3,0
216,2021,Alto,7.8,0
216,2022,Alto,8.0,0
216,2023,Alto,8.3,0
217,2019,Alto,7.5,0
217,2020,Médio,7.8,0
217,2021,Alto,6.4,0
217,2022,Médio,5.9,0
217,2023,Alto,9.4,1
218,2019,Médio,4.7,0
218,2020,Médio,4.6,0
218,2021,Alto,4.3,0
218,2022,Médio,4.6,0
218,2023,Baixo,7.2,0
219,2019,Alto,7.8,0
219,2020,Alto,7.4,0
219,2021,Médio,6.3,0
219,2022,Baixo,8.5,0
219,2023,Baixo,8.2,0
220,2019,Baixo,9.9,0
220,2020,Baixo,5.3,0
220,2021,Baixo,6.8,0
220,2022,Alto,7.5,0
220,2023,Médio,6.0,0
221,2019,Médio,6.2,0
221,2020,Baixo,9.9,0
221,2021,Alto,4.1,0
221,2022,Alto,6.1,0
221,2023,Alto,9.6,1
222,2019,Baixo,7.7,0
222,2020,Alto,6.8,0
222,2021,Alto,8.0,0
222,2022,Médio,5.9,0
222,2023,Baixo,5.7,0
223,2019,Alto,4.6,0
223,2020,Médio,5.7,0
223,2021,Baixo,4.6,0
223,2022,Médio,9.8,0
223,2023,Baixo,7.3,0
224,2019,Alto,9.0,1
224,2020,Alto,7.9,0
224,2021,Alto,7.4,0
224,2022,Médio,8.2,0
224,2023,Alto,6.5,0
225,2019,Médio,4.5,0
225,2020,Médio,8.0,0
225,2021,Alto,4.3,0
225,2022,Médio,8.3,0
225,2023,Baixo,4.9,0
226,2019,Alto,7.2,0
226,2020,Alto,4.7,0
226,2021,Médio,6.6,0
226,2022,Alto,4.7,0
226,2023,Médio,5.7,0
227,2019,Baixo,5.2,0
227,2020,Alto,8.6,1
227,2021,Alto,5.7,0
227,2022,Alto,6.7,0
227,2023,Médio,5.7,0
228,2019,Alto,8.6,1
228,2020,Baixo,4.6,0
228,2021,Médio,8.5,0
228,2022,Alto,6.7,0
228,2023,Médio,4.1,0
229,2019,Alto,6.6,0
229,2020,Baixo,6.6,0
229,2021,Alto,6.3,0
229,2022,Alto,6.8,0
229,2023,Médio,7.1,0
230,2019,Alto,8.0,0
230,2020,Baixo,4.9,0
230,2021,Alto,7.1,0
230,2022,Médio,7.3,0
230,2023,Alto,6.2,0
231,2019,Médio,7.2,0
231,2020,Médio,7.1,0
231,2021,Médio,4.4,0
231,2022,Alto,8.6,1
231,2023,Alto,4.8,0
232,2019,Baixo,5.2,0
232,2020,Médio,8.9,0
232,2021,Alto,7.4,0
232,2022,Médio,6.3,0
232,2023,Alto,8.1,0
233,2019,Baixo,8.5,0
233,2020,Médio,7.6,0
233,2021,Baixo,9.9,0
233,2022,Baixo,9.0,0
233,2023,Médio,8.4,0
234,2019,Alto,4.7,0
234,2020,Médio,5.0,0
234,2021,Médio,6.0,0
234,2022,Alto,9.5,1
234,2023,Médio,8.8,0
235,2019,Médio,4.7,0
235,2020,Alto,8.3,0
235,2021,Alto,6.0,0
235,2022,Médio,9.5,0
235,2023,Alto,9.4,1
236,2019,Alto,8.2,0
236,2020,Alto,8.9,1
236,2021,Alto,7.6,0
236,2022,Médio,6.5,0
236,2023,Médio,7.5,0
237,2019,Médio,5.6,0
237,2020,Alto,5.9,0
237,2021,Médio,7.9,0
237,2022,Médio,7.1,0
237,2023,Médio,7.6,0
238,2019,Alto,4.4,0
238,2020,Baixo,8.5,0
238,2021,Alto,8.0,0
238,2022,Médio,4.5,0
238,2023,Baixo,9.6,0
239,2019,Baixo,4.8,0
239,2020,Médio,6.2,0
239,2021,Médio,5.5,0
239,2022,Médio,4.9,0
239,2023,Médio,8.5,0
240,2019,Médio,9.3,0
240,2020,Baixo,5.5,0
240,2021,Médio,4.9,0
240,2022,Médio,7.4,0
240,2023,Baixo,7.8,0
241,2019,Alto,5.7,0
241,2020,Alto,8.4,0
241,2021,Alto,7.6,0
241,2022,Médio,7.6,0
241,2023,Alto,4.6,0
242,2019,Médio,7.0,0
242,2020,Alto,7.5,0
242,2021,Alto,9.4,1
242,2022,Alto,5.0,0
242,2023,Médio,8.1,0
243,2019,Médio,9.2,0
243,2020,Alto,4.6,0
243,2021,Alto,7.0,0
243,2022,Médio,6.2,0
243,2023,Médio,5.0,0
244,2019,Baixo,4.9,0
244,2020,Médio,8.7,0
244,2021,Baixo,6.9,0
244,2022,Alto,5.7,0
244,2023,Médio,6.9,0
245,2019,Alto,8.6,1
245,2020,Baixo,6.2,0
245,2021,Baixo,7.0,0
245,2022,Médio,4.2,0
245,2023,Médio,6.4,0
246,2019,Alto,7.2,0
246,2020,Alto,4.9,0
246,2021,Alto,7.6,0
246,2022,Alto,7.1,0
246,2023,Baixo,6.2,0
247,2019,Médio,5.4,0
247,2020,Alto,6.1,0
247,2021,Médio,6.8,0
247,2022,Médio,7.8,0
247,2023,Médio,4.4,0
248,2019,Médio,9.7,0
248,2020,Médio,4.6,0
248,2021,Baixo,7.8,0
248,2022,Alto,9.5,1
248,2023,Baixo,9.4,0
249,2019,Médio,8.3,0
249,2020,Baixo,7.5,0
249,2021,Médio,7.9,0
249,2022,Alto,6.4,0
249,2023,Médio,8.6,0
250,2019,Alto,5.4,0
250,2020,Alto,9.6,1
250,2021,Baixo,5.3,0
250,2022,Alto,7.0,0
250,2023,Baixo,6.6,0
251,2019,Médio,9.9,0
251,2020,Baixo,7.0,0
251,2021,Baixo,5.9,0
251,2022,Alto,8.3,0
251,2023,Alto,8.7,1
252,2019,Baixo,8.9,0
252,2020,Médio,5.8,0
252,2021,Alto,5.5,0
252,2022,Baixo,5.2,0
252,2023,Baixo,4.9,0
253,2019,Baixo,8.8,0
253,2020,Médio,9.5,0
253,2021,Médio,8.8,0
253,2022,Alto,5.0,0
253,2023,Alto,7.8,0
254,2019,Médio,6.7,0
254,2020,Alto,8.9,1
254,2021,Alto,9.2,1
254,2022,Médio,9.2,0
254,2023,Médio,8.3,0
255,2019,Baixo,8.8,0
255,2020,Alto,6.1,0
255,2021,Médio,9.5,0
255,2022,Alto,8.5,1
255,2023,Alto,6.5,0
256,2019,Alto,5.2,0
256,2020,Alto,9.7,1
256,2021,Médio,7.3,0
256,2022,Alto,9.4,1
256,2023,Médio,7.5,0
257,2019,Médio,5.5,0
257,2020,Médio,8.6,0
257,2021,Alto,9.5,1
257,2022,Médio,5.9,0
257,2023,Baixo,7.5,0
258,2019,Baixo,7.2,0
258,2020,Alto,5.5,0
258,2021,Médio,5.9,0
258,2022,Alto,4.2,0
258,2023,Alto,5.9,0
259,2019,Alto,4.3,0
259,2020,Baixo,7.3,0
259,2021,Médio,7.3,0
259,2022,Baixo,7.0,0
259,2023,Baixo,5.0,0
260,2019,Alto,4.6,0
260,2020,Médio,5.3,0
260,2021,Médio,4.3,0
260,2022,Alto,4.4,0
260,2023,Médio,9.0,0
261,2019,Alto,4.3,0
261,2020,Baixo,4.7,0
261,2021,Médio,8.1,0
261,2022,Médio,9.6,0
261,2023,Médio,8.5,0
262,2019,Alto,8.1,0
262,2020,Alto,8.3,0
262,2021,Alto,4.5,0
262,2022,Alto,8.1,0
262,2023,Alto,9.3,1
263,2019,Médio,8.7,0
263,2020,Baixo,6.0,0
263,2021,Alto,4.6,0
263,2022,Alto,4.9,0
263,2023,Alto,9.9,1
264,2019,Médio,6.4,0
264,2020,Alto,9.3,1
264,2021,Baixo,5.2,0
264,2022,Alto,4.1,0
264,2023,Alto,7.5,0
265,2019,Baixo,7.2,0
265,2020,Baixo,5.2,0
265,2021,Médio,4.2,0
265,2022,Alto,5.9,0
265,2023,Baixo,7.7,0
266,2019,Alto,5.0,0
266,2020,Alto,9.4,1
266,2021,Alto,9.9,1
266,2022,Médio,7.7,0
266,2023,Alto,9.3,1
267,2019,Alto,9.5,1
267,2020,Alto,5.5,0
267,2021,Médio,7.7,0
267,2022,Alto,8.0,0
267,2023,Baixo,8.9,0
268,2019,Alto,4.8,0
268,2020,Baixo,7.5,0
268,2021,Alto,6.8,0
268,2022,Alto,5.3,0
268,2023,Médio,5.5,0
269,2019,Alto,7.5,0
269,2020,Baixo,4.5,0
269,2021,Alto,8.5,1
269,2022,Médio,5.3,0
269,2023,Médio,9.4,0
270,2019,Médio,4.4,0
270,2020,Médio,8.5,0
270,2021,Médio,5.6,0
270,2022,Alto,6.6,0
270,2023,Baixo,9.9,0
271,2019,Médio,5.0,0
271,2020,Alto,4.8,0
271,2021,Médio,8.0,0
271,2022,Médio,6.0,0
271,2023,Baixo,9.0,0
272,2019,Alto,9.0,1
272,2020,Médio,7.4,0
272,2021,Médio,7.1,0
272,2022,Alto,6.7,0
272,2023,Alto,5.0,0
273,2019,Alto,8.2,0
273,2020,Médio,7.4,0
273,2021,Médio,4.2,0
273,2022,Alto,10.0,1
273,2023,Médio,5.4,0
274,2019,Médio,4.6,0
274,2020,Médio,9.4,0
274,2021,Baixo,9.5,0
274,2022,Médio,5.5,0
274,2023,Baixo,4.3,0
275,2019,Médio,5.9,0
275,2020,Baixo,4.6,0
275,2021,Baixo,6.5,0
275,2022,Alto,8.3,0
275,2023,Médio,4.2,0
276,2019,Médio,9.6,0
276,2020,Alto,9.8,1
276,2021,Alto,4.2,0
276,2022,Médio,5.9,0
276,2023,Alto,8.2,0
277,2019,Médio,9.1,0
277,2020,Médio,5.5,0
277,2021,Baixo,4.1,0
277,2022,Médio,6.0,0
277,2023,Médio,4.2,0
278,2019,Médio,4.4,0
278,2020,Médio,6.2,0
278,2021,Médio,7.8,0
278,2022,Baixo,9.2,0
278,2023,Alto,4.3,0
279,2019,Alto,8.7,1
279,2020,Médio,8.0,0
279,2021,Baixo,4.0,0
279,2022,Baixo,8.4,0
279,2023,Médio,5.3,0
280,2019,Médio,7.0,0
280,2020,Alto,4.9,0
280,2021,Médio,8.2,0
280,2022,Alto,7.1,0
280,2023,Baixo,9.3,0
281,2019,Baixo,5.9,0
281,2020,Alto,6.6,0
281,2021,Alto,5.8,0
281,2022,Médio,6.4,0
281,2023,Alto,4.2,0
282,2019,Alto,7.7,0
282,2020,Alto,4.3,0
282,2021,Alto,4.8,0
282,2022,Médio,7.0,0
282,2023,Alto,10.0,1
283,2019,Médio,8.9,0
283,2020,Médio,4.2,0
283,2021,Alto,5.6,0
283,2022,Médio,7.3,0
283,2023,Alto,9.0,1
284,2019,Baixo,6.7,0
284,2020,Baixo,9.0,0
284,2021,Alto,9.4,1
284,2022,Alto,9.5,1
284,2023,Baixo,4.4,0
285,2019,Alto,5.1,0
285,2020,Médio,4.1,0
285,2021,Baixo,9.1,0
285,2022,Alto,4.9,0
285,2023,Médio,9.1,0
286,2019,Alto,7.0,0
286,2020,Baixo,7.3,0
286,2021,Baixo,7.0,0
286,2022,Alto,8.2,0
286,2023,Alto,7.7,0
287,2019,Médio,8.2,0
287,2020,Baixo,5.4,0
287,2021,Baixo,7.5,0
287,2022,Médio,7.4,0
287,2023,Médio,4.9,0
288,2019,Médio,6.5,0
288,2020,Médio,6.5,0
288,2021,Baixo,7.1,0
288,2022,Médio,9.6,0
288,2023,Alto,4.3,0
289,2019,Baixo,8.3,0
289,2020,Alto,8.6,1
289,2021,Alto,5.5,0
289,2022,Baixo,5.3,0
289,2023,Alto,8.9,1
290,2019,Baixo,5.7,0
290,2020,Médio,7.0,0
290,2021,Alto,5.9,0
290,2022,Alto,4.6,0
290,2023,Médio,8.3,0
291,2019,Alto,8.6,1
291,2020,Alto,7.8,0
291,2021,Alto,8.8,1
291,2022,Alto,5.5,0
291,2023,Médio,4.8,0
292,2019,Médio,7.6,0
292,2020,Alto,8.6,1
292,2021,Baixo,9.0,0
292,2022,Baixo,9.8,0
292,2023,Médio,4.2,0
293,2019,Baixo,9.6,0
293,2020,Médio,8.6,0
293,2021,Alto,7.0,0
293,2022,Alto,8.7,1
293,2023,Alto,7.3,0
294,2019,Médio,8.7,0
294,2020,Médio,4.8,0
294,2021,Alto,6.8,0
294,2022,Alto,4.8,0
294,2023,Baixo,8.9,0
295,2019,Baixo,4.9,0
295,2020,Médio,5.8,0
295,2021,Baixo,6.9,0
295,2022,Alto,7.4,0
295,2023,Alto,8.7,1
296,2019,Alto,4.9,0
296,2020,Alto,4.6,0
296,2021,Médio,5.8,0
296,2022,Médio,5.5,0
296,2023,Baixo,6.6,0
297,2019,Alto,5.0,0
297,2020,Alto,4.7,0
297,2021,Médio,9.3,0
297,2022,Médio,8.6,0
297,2023,Baixo,7.7,0
298,2019,Médio,6.7,0
298,2020,Baixo,5.5,0
298,2021,Médio,9.1,0
298,2022,Alto,8.7,1
298,2023,Alto,10.0,1
299,2019,Alto,5.6,0
299,2020,Alto,5.0,0
299,2021,Alto,6.8,0
299,2022,Médio,8.5,0
299,2023,Baixo,4.6,0
300,2019,Alto,7.4,0
300,2020,Médio,7.1,0
300,2021,Médio,8.5,0
300,2022,Baixo,8.1,0
300,2023,Alto,7.6,0
301,2019,Médio,6.3,0
301,2020,Alto,6.9,0
301,2021,Baixo,6.5,0
301,2022,Alto,4.0,0
301,2023,Alto,5.8,0
302,2019,Médio,8.0,0
302,2020,Alto,6.2,0
302,2021,Médio,5.2,0
302,2022,Alto,5.8,0
302,2023,Baixo,6.2,0
303,2019,Alto,8.1,0
303,2020,Alto,5.5,0
303,2021,Alto,6.5,0
303,2022,Médio,6.4,0
303,2023,Alto,5.8,0
304,2019,Alto,6.6,0
304,2020,Alto,9.0,1
304,2021,Médio,5.2,0
304,2022,Médio,7.8,0
304,2023,Médio,9.4,0
305,2019,Médio,8.2,0
305,2020,Baixo,4.3,0
305,2021,Alto,8.2,0
305,2022,Baixo,8.0,0
305,2023,Médio,5.7,0
306,2019,Alto,9.4,1
306,2020,Baixo,8.7,0
306,2021,Alto,5.8,0
306,2022,Médio,9.4,0
306,2023,Alto,6.2,0
307,2019,Médio,8.2,0
307,2020,Alto,4.4,0
307,2021,Alto,7.8,0
307,2022,Alto,9.6,1
307,2023,Alto,8.5,1
308,2019,Médio,6.6,0
308,2020,Médio,9.9,0
308,2021,Baixo,7.4,0
308,2022,Médio,9.7,0
308,2023,Médio,7.0,0
309,2019,Médio,7.9,0
309,2020,Médio,7.5,0
309,2021,Alto,7.4,0
309,2022,Alto,4.8,0
309,2023,Baixo,5.9,0
310,2019,Médio,8.1,0
310,2020,Médio,7.1,0
310,2021,Baixo,7.6,0
310,2022,Alto,9.3,1
310,2023,Alto,6.9,0
311,2019,Alto,6.4,0
311,2020,Baixo,8.7,0
311,2021,Baixo,6.7,0
311,2022,Baixo,8.7,0
311,2023,Médio,5.8,0
312,2019,Médio,6.3,0
312,2020,Médio,7.3,0
312,2021,Alto,6.3,0
312,2022,Médio,6.5,0
312,2023,Médio,7.6,0
313,2019,Médio,4.0,0
313,2020,Alto,4.3,0
313,2021,Médio,4.1,0
313,2022,Médio,8.8,0
313,2023,Médio,7.3,0
314,2019,Baixo,8.1,0
314,2020,Alto,6.8,0
314,2021,Baixo,5.7,0
314,2022,Médio,8.6,0
314,2023,Médio,5.7,0
315,2019,Médio,5.5,0
315,2020,Médio,9.2,0
315,2021,Baixo,7.4,0
315,2022,Alto,9.9,1
315,2023,Médio,6.3,0
316,2019,Médio,8.2,0
316,2020,Médio,9.4,0
316,2021,Alto,6.7,0
316,2022,Baixo,8.8,0
316,2023,Médio,4.8,0
317,2019,Médio,4.8,0
317,2020,Médio,6.2,0
317,2021,Médio,6.6,0
317,2022,Alto,5.8,0
317,2023,Alto,8.7,1
318,2019,Médio,6.2,0
318,2020,Alto,6.0,0
318,2021,Alto,9.6,1
318,2022,Baixo,6.9,0
318,2023,Alto,8.3,0
319,2019,Alto,5.3,0
319,2020,Médio,9.9,0
319,2021,Alto,6.9,0
319,2022,Médio,6.1,0
319,2023,Médio,10.0,0
320,2019,Alto,6.3,0
320,2020,Alto,5.3,0
320,2021,Médio,5.2,0
320,2022,Baixo,4.7,0
320,2023,Alto,5.0,0
321,2019,Médio,6.3,0
321,2020,Baixo,8.9,0
321,2021,Alto,5.7,0
321,2022,Baixo,5.4,0
321,2023,Baixo,4.1,0
322,2019,Baixo,9.8,0
322,2020,Alto,8.8,1
322,2021,Alto,6.9,0
322,2022,Baixo,8.3,0
322,2023,Alto,4.9,0
323,2019,Alto,7.3,0
323,2020,Alto,9.9,1
323,2021,Baixo,6.9,0
323,2022,Médio,6.1,0
323,2023,Baixo,8.6,0
324,2019,Baixo,9.0,0
324,2020,Alto,6.3,0
324,2021,Alto,4.3,0
324,2022,Alto,5.3,0
324,2023,Alto,7.1,0
325,2019,Alto,10.0,1
325,2020,Alto,7.4,0
325,2021,Baixo,5.5,0
325,2022,Baixo,5.8,0
325,2023,Alto,5.5,0
326,2019,Baixo,9.7,0
326,2020,Alto,8.1,0
326,2021,Baixo,9.7,0
326,2022,Baixo,4.4,0
326,2023,Baixo,8.1,0
327,2019,Médio,8.2,0
327,2020,Alto,9.0,1
327,2021,Médio,7.3,0
327,2022,Baixo,8.6,0
327,2023,Alto,4.1,0
328,2019,Alto,4.5,0
328,2020,Alto,9.2,1
328,2021,Baixo,8.1,0
328,2022,Baixo,5.7,0
328,2023,Baixo,6.2,0
329,2019,Médio,5.2,0
329,2020,Alto,4.5,0
329,2021,Baixo,8.2,0
329,2022,Médio,9.2,0
329,2023,Médio,9.6,0
330,2019,Médio,9.0,0
330,2020,Baixo,5.1,0
330,2021,Alto,9.3,1
330,2022,Baixo,9.7,0
330,2023,Alto,6.1,0
331,2019,Baixo,6.2,0
331,2020,Alto,5.1,0
331,2021,Alto,6.9,0
331,2022,Médio,8.9,0
331,2023,Baixo,9.5,0
332,2019,Alto,8.3,0
332,2020,Médio,8.9,0
332,2021,Alto,9.5,1
332,2022,Médio,7.2,0
332,2023,Alto,5.8,0
333,2019,Baixo,8.0,0
333,2020,Médio,9.8,0
333,2021,Médio,8.4,0
333,2022,Baixo,9.8,0
333,2023,Médio,5.4,0
334,2019,Alto,9.1,1
334,2020,Médio,6.8,0
334,2021,Alto,8.7,1
334,2022,Médio,5.5,0
334,2023,Médio,5.4,0
335,2019,Alto,8.1,0
335,2020,Alto,7.5,0
335,2021,Alto,7.9,0
335,2022,Médio,5.5,0
335,2023,Médio,8.8,0
336,2019,Médio,4.2,0
336,2020,Baixo,4.8,0
336,2021,Médio,7.2,0
336,2022,Alto,8.7,1
336,2023,Baixo,5.0,0
337,2019,Médio,5.6,0
337,2020,Alto,9.7,1
337,2021,Alto,8.9,1
337,2022,Alto,5.7,0
337,2023,Baixo,6.5,0
338,2019,Alto,9.4,1
338,2020,Médio,7.3,0
338,2021,Alto,8.8,1
338,2022,Baixo,8.6,0
338,2023,Baixo,5.5,0
339,2019,Alto,8.7,1
339,2020,Médio,6.7,0
339,2021,Alto,7.7,0
339,2022,Médio,4.2,0
339,2023,Médio,9.8,0
340,2019,Médio,8.4,0
340,2020,Médio,9.8,0
340,2021,Baixo,6.5,0
340,2022,Alto,6.2,0
340,2023,Baixo,6.5,0
341,2019,Alto,4.4,0
341,2020,Médio,7.8,0
341,2021,Médio,6.5,0
341,2022,Médio,5.6,0
341,2023,Médio,8.3,0
342,2019,Baixo,4.8,0
342,2020,Baixo,8.2,0
342,2021,Baixo,4.6,0
342,2022,Alto,7.4,0
342,2023,Baixo,4.6,0
343,2019,Médio,7.7,0
343,2020,Médio,7.9,0
343,2021,Médio,5.9,0
343,2022,Baixo,9.2,0
343,2023,Alto,8.8,1
344,2019,Baixo,7.5,0
344,2020,Alto,6.4,0
344,2021,Alto,5.4,0
344,2022,Baixo,6.9,0
344,2023,Médio,6.8,0
345,2019,Baixo,8.6,0
345,2020,Médio,8.0,0
345,2021,Médio,7.7,0
345,2022,Alto,5.4,0
345,2023,Médio,8.2,0
346,2019,Médio,6.5,0
346,2020,Alto,6.2,0
346,2021,Médio,8.8,0
346,2022,Médio,5.0,0
346,2023,Médio,4.6,0
347,2019,Alto,6.5,0
347,2020,Alto,5.4,0
347,2021,Alto,5.2,0
347,2022,Médio,4.1,0
347,2023,Baixo,7.8,0
348,2019,Alto,5.4,0
348,2020,Alto,6.0,0
348,2021,Médio,5.6,0
348,2022,Médio,9.6,0
348,2023,Alto,6.0,0
349,2019,Médio,8.6,0
349,2020,Médio,4.9,0
349,2021,Médio,4.6,0
349,2022,Médio,7.4,0
349,2023,Alto,7.3,0
350,2019,Baixo,6.3,0
350,2020,Alto,4.4,0
350,2021,Baixo,8.7,0
350,2022,Alto,5.7,0
350,2023,Médio,8.8,0
351,2019,Baixo,8.7,0
351,2020,Médio,5.8,0
351,2021,Alto,6.2,0
351,2022,Médio,5.4,0
351,2023,Baixo,9.2,0
352,2019,Médio,6.7,0
352,2020,Baixo,6.5,0
352,2021,Alto,6.9,0
352,2022,Alto,9.1,1
352,2023,Alto,7.6,0
353,2019,Médio,6.0,0
353,2020,Médio,5.5,0
353,2021,Alto,5.9,0
353,2022,Alto,8.2,0
353,2023,Médio,9.0,0
354,2019,Alto,4.8,0
354,2020,Alto,9.8,1
354,2021,Baixo,7.6,0
354,2022,Alto,6.4,0
354,2023,Baixo,5.9,0
355,2019,Médio,6.2,0
355,2020,Alto,9.5,1
355,2021,Alto,9.9,1
355,2022,Alto,7.2,0
355,2023,Baixo,9.5,0
356,2019,Médio,4.4,0
356,2020,Baixo,8.3,0
356,2021,Médio,6.4,0
356,2022,Alto,5.9,0
356,2023,Baixo,5.9,0
357,2019,Baixo,6.1,0
357,2020,Baixo,6.1,0
357,2021,Médio,9.1,0
357,2022,Alto,5.6,0
357,2023,Médio,8.2,0
358,2019,Médio,9.6,0
358,2020,Alto,4.4,0
358,2021,Médio,5.8,0
358,2022,Médio,6.1,0
358,2023,Baixo,8.2,0
359,2019,Alto,4.1,0
359,2020,Alto,6.3,0
359,2021,Médio,4.5,0
359,2022,Baixo,4.5,0
359,2023,Alto,4.9,0
360,2019,Médio,7.9,0
360,2020,Médio,7.4,0
360,2021,Baixo,8.5,0
360,2022,Alto,7.8,0
360,2023,Médio,5.6,0
361,2019,Alto,8.8,1
361,2020,Alto,8.9,1
361,2021,Médio,4.6,0
361,2022,Baixo,6.6,0
361,2023,Baixo,6.9,0
362,2019,Médio,9.7,0
362,2020,Alto,8.4,0
362,2021,Médio,5.2,0
362,2022,Médio,9.2,0
362,2023,Alto,9.6,1
363,2019,Médio,8.6,0
363,2020,Médio,6.5,0
363,2021,Alto,4.9,0
363,2022,Baixo,8.9,0
363,2023,Médio,4.7,0
364,2019,Alto,6.7,0
364,2020,Alto,6.3,0
364,2021,Alto,9.5,1
364,2022,Alto,9.8,1
364,2023,Baixo,9.3,0
365,2019,Alto,9.0,1
365,2020,Alto,4.3,0
365,2021,Alto,7.1,0
365,2022,Médio,6.1,0
365,2023,Alto,8.6,1
366,2019,Baixo,5.5,0
366,2020,Médio,8.5,0
366,2021,Baixo,4.3,0
366,2022,Médio,4.1,0
366,2023,Médio,5.6,0
367,2019,Médio,4.1,0
367,2020,Alto,8.5,1
367,2021,Médio,9.2,0
367,2022,Médio,8.2,0
367,2023,Alto,8.7,1
368,2019,Alto,8.7,1
